Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
12,Jamal Murray,28,DEN,PG,75,75,35.4,8.8,18.1,0.483,3.3,7.5,0.435,5.5,10.6,0.517,0.573,4.6,5.2,0.887,0.4,4,4.4,7.1,0.9,0.4,2.3,1.7,25.4,AS,murraja01
13,Victor Wembanyama,22,SAS,C,64,55,29.2,8.6,16.9,0.512,1.9,5.5,0.349,6.7,11.4,0.59,0.569,5.8,7,0.827,2,9.5,11.5,3.1,1,3.1,2.4,2.4,25,AS,wembavi01
14,Deni Avdija,25,POR,SF,66,66,33.3,7.5,16.1,0.462,1.9,6,0.318,5.6,10.2,0.547,0.521,7.4,9.2,0.802,1.1,5.8,6.9,6.7,0.8,0.6,3.8,2.5,24.2,AS,avdijde01
15,Pascal Siakam,31,IND,PF,62,62,33.2,9,18.6,0.484,1.7,4.7,0.358,7.3,13.9,0.527,0.529,4.2,6.1,0.693,1.4,5.2,6.6,3.8,1.1,0.4,2.2,2.4,24,AS,siakapa01
16,Cade Cunningham,24,DET,PG,64,64,33.9,8.6,18.6,0.461,2,5.7,0.342,6.6,12.9,0.514,0.513,4.8,6,0.812,0.9,4.7,5.5,9.9,1.4,0.8,3.7,3.1,23.9,AS,cunnica01
17,James Harden,36,2TM,PG,70,70,34.8,7,16,0.434,3.1,8.2,0.375,3.9,7.9,0.495,0.529,6.6,7.5,0.884,0.6,4.2,4.8,8,1.1,0.4,3.5,2,23.6,,hardeja01
18,Jalen Johnson,24,ATL,SF,72,72,35.2,8.3,17.1,0.489,1.7,4.7,0.352,6.7,12.3,0.541,0.537,4.2,5.3,0.788,1.4,8.9,10.3,7.9,1.2,0.4,3.4,2.1,22.5,AS,johnsja05
19,Paolo Banchero,23,ORL,PF,72,72,34.8,7.3,16,0.459,1.2,3.8,0.305,6.2,12.2,0.507,0.496,6.3,8.2,0.775,1.2,7.2,8.4,5.2,0.7,0.6,3.1,2,22.2,,banchpa01
20,Norman Powell,32,MIA,SG,58,52,29.6,7.3,15.4,0.47,2.7,7.1,0.38,4.6,8.4,0.546,0.558,4.5,5.5,0.827,0.4,3.1,3.5,2.5,1.1,0.2,1.9,2.2,21.7,AS,powelno01
21,Trey Murphy III,25,NOP,SF,66,66,35.5,7.5,15.9,0.47,3.2,8.6,0.379,4.2,7.3,0.577,0.572,3.3,3.7,0.886,1,4.8,5.7,3.8,1.5,0.4,1.8,2.1,21.5,,murphtr02
22,Brandon Ingram,28,TOR,SF,77,77,33.8,8,16.7,0.477,1.8,4.6,0.382,6.2,12.1,0.512,0.529,3.8,4.6,0.82,0.8,4.8,5.6,3.7,0.8,0.7,2.4,1.9,21.5,AS,ingrabr01
23,Julius Randle,31,MIN,PF,79,79,33,7.3,15.3,0.481,1.4,4.4,0.315,6,10.9,0.547,0.526,5,6.3,0.802,1.7,5.1,6.7,5,1.1,0.2,2.7,2.8,21.1,,randlju01
24,Cooper Flagg,19,DAL,SF,70,70,33.5,8,17.1,0.468,1,3.5,0.295,7,13.6,0.513,0.498,4,4.9,0.827,1.2,5.4,6.7,4.5,1.2,0.9,2.3,2,21,,flaggco01
25,Zion Williamson,25,NOP,PF,62,55,29.7,7.8,13,0.6,0,0.1,0.25,7.8,13,0.601,0.6,5.4,7.5,0.716,2,3.7,5.7,3.2,1,0.5,2,2.3,21,,willizi01
26,LeBron James,41,LAL,SF,60,60,33.2,7.9,15.3,0.515,1.3,4.1,0.317,6.6,11.3,0.586,0.557,3.9,5.3,0.737,0.7,5.4,6.1,7.2,1.2,0.6,3,1.4,20.9,AS,jamesle01
27,Nickeil Alexander-Walker,27,ATL,SG,78,71,33.4,7,15.3,0.459,3.2,8.1,0.399,3.8,7.3,0.525,0.564,3.6,3.9,0.902,0.7,2.8,3.4,3.7,1.3,0.5,2.1,2.2,20.8,,alexani01
28,Alperen Şengün,23,HOU,C,72,72,33.3,8.1,15.6,0.519,0.6,1.8,0.305,7.5,13.8,0.547,0.537,3.6,5.2,0.691,3,5.9,8.9,6.2,1.2,1.1,3.2,3.3,20.4,AS,sengual01
29,Brandon Miller,23,CHO,SF,65,65,30.3,7,16.1,0.435,3.1,8.2,0.383,3.8,7.9,0.489,0.533,3.1,3.4,0.892,1.1,3.8,4.9,3.3,1,0.7,2.5,2.8,20.2,,millebr02
30,Bam Adebayo,28,MIA,C,73,73,32.4,6.9,15.7,0.442,1.7,5.5,0.318,5.2,10.2,0.509,0.497,4.5,5.8,0.778,2,8,10,3.2,1.2,0.7,1.6,1.7,20.1,,adebaba01
31,Desmond Bane,27,ORL,SG,82,82,33.6,7.1,14.7,0.484,2,5.2,0.391,5.1,9.5,0.535,0.553,3.8,4.2,0.908,1.2,2.9,4.1,4.1,1,0.5,2,3.1,20.1,,banede01
32,LaMelo Ball,24,CHO,PG,72,69,28,7,17.3,0.407,3.8,10.3,0.368,3.3,7,0.464,0.516,2.2,2.5,0.899,0.9,3.9,4.8,7.1,1.2,0.2,2.8,2.7,20.1,,ballla01
33,Karl-Anthony Towns,30,NYK,C,75,75,31,6.9,13.8,0.501,1.5,4.1,0.368,5.4,9.7,0.557,0.556,4.8,5.5,0.858,3.1,8.7,11.9,3,0.9,0.5,2.5,3.4,20.1,AS,townska01
34,Jalen Duren,22,DET,C,70,70,28.2,7.5,11.5,0.65,0,0,,7.5,11.5,0.65,0.65,4.6,6.1,0.747,3.8,6.7,10.5,2,0.8,0.8,1.9,2.8,19.5,AS,durenja01
35,CJ McCollum,34,2TM,PG,76,60,29.8,6.9,15.2,0.455,2.5,6.7,0.375,4.4,8.5,0.519,0.538,2.4,3.1,0.772,0.8,2.5,3.3,3.9,0.8,0.5,1.8,1.9,18.7,,mccolcj01
36,De'Aaron Fox,28,SAS,PG,72,72,31,7.1,14.5,0.486,1.8,5.5,0.332,5.3,9.1,0.58,0.549,2.6,3.4,0.76,0.6,3.2,3.8,6.2,1.2,0.3,2.3,2.3,18.6,AS,foxde01
37,Kon Knueppel,20,CHO,SF,81,80,31.5,6.4,13.4,0.475,3.4,7.9,0.425,3,5.5,0.548,0.601,2.4,2.8,0.863,1.2,4.1,5.3,3.4,0.7,0.2,2,2.1,18.5,,knuepko01
38,DeMar DeRozan,36,SAC,PF,77,77,31.2,6.5,13.1,0.497,0.6,1.9,0.32,5.9,11.1,0.527,0.52,4.9,5.6,0.868,0.5,2.5,2.9,4.1,1,0.3,1.2,1.9,18.4,,derozde01
39,Amen Thompson,23,HOU,PG,79,79,37.4,7.1,13.2,0.534,0.3,1.5,0.216,6.7,11.7,0.573,0.545,3.8,4.9,0.779,3,4.8,7.8,5.3,1.5,0.6,2.4,2.2,18.3,,thompam01
40,Evan Mobley,24,CLE,PF,65,63,31.9,7.2,13.2,0.546,1,3.2,0.297,6.3,10,0.626,0.582,2.8,4.6,0.606,2.4,6.6,9,3.6,0.7,1.7,1.9,2.4,18.2,,mobleev01
41,Scottie Barnes,24,TOR,PF,80,80,33.5,7.1,14,0.507,0.9,2.8,0.304,6.3,11.2,0.557,0.537,3,3.7,0.815,1.9,5.6,7.5,5.9,1.4,1.5,2.6,2.6,18.1,AS,barnesc01
42,Saddiq Bey,26,NOP,SF,72,64,31.2,6.1,13.4,0.451,2.1,5.7,0.367,4,7.7,0.514,0.529,3.4,4.1,0.841,1.7,3.9,5.6,2.5,0.9,0.1,0.9,1.3,17.7,,beysa01
43,Ryan Rollins,23,MIL,PG,74,67,32.1,6.6,13.9,0.472,2.5,6.1,0.406,4.1,7.8,0.523,0.561,1.7,2.1,0.796,0.7,3.8,4.6,5.6,1.5,0.4,2.7,2.6,17.3,,rolliry01
44,Chet Holmgren,23,OKC,PF,69,69,28.9,6.3,11.3,0.557,1.3,3.5,0.362,5,7.8,0.646,0.614,3.3,4.1,0.792,1.9,7,8.9,1.7,0.6,1.9,1.6,2.3,17.1,AS,holmgch01
45,Miles Bridges,27,CHO,PF,77,77,31,6.2,13.5,0.46,1.9,5.8,0.333,4.3,7.8,0.554,0.531,2.7,3.3,0.822,1,4.9,5.8,3.2,0.6,0.4,1.4,1.7,17.1,,bridgmi02
46,Payton Pritchard,28,BOS,PG,79,50,32.4,6.4,13.8,0.464,2.7,7.1,0.377,3.7,6.7,0.556,0.561,1.5,1.7,0.89,0.9,3.1,3.9,5.2,0.7,0.1,1.4,1.5,17,,pritcpa01
47,OG Anunoby,28,NYK,PF,67,67,33.2,5.8,12,0.484,2.3,6.1,0.386,3.5,5.9,0.584,0.581,2.7,3.3,0.828,1.3,4,5.2,2.2,1.6,0.7,1.8,2.4,16.7,,anunoog01
48,Stephon Castle,21,SAS,PG,68,67,30,5.7,12,0.471,1.2,3.6,0.332,4.5,8.4,0.531,0.521,4.1,5.6,0.734,1.4,3.9,5.3,7.4,1.1,0.3,3.2,3.3,16.7,,castlst01
49,Derrick White,31,BOS,SG,77,77,34.1,5.7,14.4,0.394,2.7,8.3,0.327,3,6.1,0.487,0.489,2.4,2.6,0.902,1.1,3.3,4.4,5.4,1.1,1.3,1.7,1.5,16.5,,whitede01
50,Immanuel Quickley,26,TOR,PG,70,70,31.9,5.7,12.9,0.443,2.5,6.8,0.374,3.2,6.1,0.52,0.541,2.4,3,0.821,0.5,3.5,4,5.9,1.3,0.1,1.5,2,16.4,,quickim01
51,Matas Buzelis,21,CHI,PF,77,77,29.2,5.8,12.5,0.463,2.2,6.4,0.349,3.5,6.1,0.583,0.553,2.4,3.1,0.786,1,4.8,5.8,2.1,0.7,1.5,2.1,2.3,16.3,,buzelma01
52,VJ Edgecombe,20,PHI,SG,75,75,35,6,13.7,0.438,2,5.6,0.354,4,8.1,0.496,0.51,2,2.4,0.818,1.6,4,5.6,4.2,1.4,0.5,1.8,2.9,16,,edgecvj01
53,Jabari Smith Jr.,22,HOU,PF,77,77,35.1,5.7,12.6,0.45,2.3,6.3,0.363,3.4,6.3,0.537,0.541,2.1,2.7,0.775,1.4,5.5,6.9,1.9,0.7,0.9,1.4,2.5,15.8,,smithja05
54,Collin Sexton,27,2TM,SG,68,22,23.7,5.3,10.9,0.485,1.6,4.1,0.401,3.6,6.8,0.536,0.561,3.2,3.8,0.855,0.6,1.7,2.3,3.3,1.1,0.1,2.1,2.1,15.4,,sextoco01
55,Andrew Wiggins,30,MIA,SF,68,68,30.3,5.7,12.1,0.475,2,4.9,0.414,3.7,7.2,0.516,0.559,1.9,2.4,0.784,1.7,3.1,4.8,2.7,1.1,1,1.5,2.3,15.4,,wiggian01
56,Jaime Jaquez Jr.,24,MIA,SF,75,1,28.3,6.2,12.2,0.507,0.8,2.4,0.317,5.4,9.8,0.555,0.539,2.2,2.9,0.769,1.3,3.7,5,4.7,0.7,0.3,2,1.8,15.4,,jaqueja01
57,Naji Marshall,28,DAL,SF,74,47,29.5,5.7,11.1,0.51,0.8,2.9,0.291,4.8,8.2,0.587,0.548,3.1,4.1,0.76,0.9,3.8,4.7,3.3,1.1,0.1,1.6,1.9,15.2,,marshna01
58,Onyeka Okongwu,25,ATL,C,74,63,31,5.6,11.6,0.48,1.9,5.2,0.376,3.6,6.4,0.564,0.564,2.1,2.7,0.757,1.9,5.7,7.6,3.1,1.1,1.1,1.7,3.3,15.2,,okongon01
59,Russell Westbrook,37,SAC,SF,64,58,29,5.6,13.1,0.427,2,5.9,0.338,3.6,7.2,0.5,0.503,2,2.9,0.694,1.3,4.2,5.4,6.7,1.3,0.2,3.3,2.3,15.2,,westbru01
60,Nikola Vučević,35,2TM,C,64,49,28.4,6.2,12.5,0.493,1.6,4.2,0.369,4.6,8.3,0.557,0.556,1.2,1.5,0.828,2,6.4,8.4,3.3,0.6,0.6,1.3,2,15.1,,vucevni01
61,Anthony Black,22,ORL,PG,64,40,29.8,5.4,12.1,0.447,1.6,4.7,0.333,3.8,7.4,0.519,0.512,2.6,3.6,0.732,0.7,3.1,3.8,3.7,1.4,0.7,2.1,2.7,15,,blackan01
62,Brice Sensabaugh,22,UTA,SF,75,22,23.5,5.3,11.4,0.46,2.2,5.9,0.367,3.1,5.5,0.559,0.554,2.2,2.7,0.826,0.7,2.3,3.1,1.9,0.7,0.2,1.7,1.9,14.9,,sensabr01
63,Jaden McDaniels,25,MIN,PF,73,73,31.7,5.7,11.1,0.515,1.4,3.4,0.412,4.3,7.7,0.562,0.579,2,2.4,0.835,1,3.2,4.2,2.7,1.1,1,1.8,3.3,14.8,,mcdanja02
64,Ayo Dosunmu,26,2TM,SG,69,19,27.3,5.6,10.8,0.517,1.8,4.1,0.439,3.8,6.8,0.563,0.599,1.8,2.1,0.876,0.7,2.8,3.4,3.6,0.8,0.3,1.4,1.9,14.8,,dosunay01
65,Mikal Bridges,29,NYK,SF,82,82,32.8,5.8,11.7,0.49,1.9,5.1,0.371,3.9,6.6,0.582,0.571,1,1.2,0.827,1,2.8,3.8,3.7,1.3,0.8,1,2,14.4,,bridgmi01
66,Jeremiah Fears,19,NOP,PG,82,49,25.8,5.3,12.3,0.434,1.2,3.7,0.33,4.1,8.5,0.48,0.485,2.4,3,0.789,0.7,2.9,3.7,3.4,1.2,0.4,2.2,1.8,14.3,,fearsje01
67,Tre Jones,26,CHI,PG,65,41,27,5.2,9.5,0.553,0.6,2,0.315,4.6,7.5,0.616,0.586,2.9,3.5,0.841,0.6,2.6,3.1,5.4,1.2,0.2,1.4,1.4,14.1,,jonestr01
68,Devin Vassell,25,SAS,SG,67,65,30.5,4.9,11.3,0.437,2.5,6.4,0.384,2.4,4.8,0.508,0.547,1.6,1.9,0.815,0.6,3.4,4,2.5,0.9,0.4,0.9,1.6,13.9,,vassede01
69,Brandin Podziemski,22,GSW,SG,82,43,28.5,4.8,10.6,0.455,1.9,5,0.371,2.9,5.5,0.531,0.543,2.3,2.9,0.797,0.9,4.2,5.1,3.7,1.1,0.2,1.6,1.7,13.8,,podzibr01
70,Ace Bailey,19,UTA,SF,72,61,27.6,5.5,12.4,0.443,1.9,5.5,0.344,3.6,6.9,0.522,0.52,0.9,1.2,0.75,1.4,2.8,4.2,1.8,0.8,0.7,1.5,2.7,13.8,,baileac01
71,Bobby Portis,30,MIL,PF,67,9,24.2,5.5,11.2,0.488,2,4.4,0.456,3.4,6.8,0.509,0.578,0.7,1,0.706,1.3,5.1,6.4,1.6,0.6,0.2,1,1.6,13.7,,portibo01
72,Cedric Coward,22,MEM,SG,62,47,25.8,4.9,10.5,0.471,1.5,4.4,0.338,3.4,6,0.568,0.542,2.3,2.7,0.843,1.3,4.5,5.9,2.8,0.6,0.4,1.7,2,13.6,,cowarce01
73,Naz Reid,26,MIN,C,77,3,26.1,5.2,11.3,0.456,2.1,5.8,0.362,3.1,5.5,0.556,0.549,1.2,1.6,0.732,1.2,5,6.2,2.2,1,1,1.6,2.5,13.6,,reidna01
74,John Collins,28,LAC,PF,69,56,27.1,5.3,9.6,0.552,1.3,3.2,0.406,4,6.4,0.625,0.62,1.7,2.2,0.766,1.6,3.7,5.3,1,0.9,0.7,1.4,2.7,13.6,,collijo01
75,Reed Sheppard,21,HOU,SG,82,21,26.2,5,11.5,0.43,2.8,7,0.394,2.2,4.5,0.486,0.55,0.8,1,0.802,0.3,2.6,2.9,3.4,1.5,0.7,1.5,2,13.5,,sheppre01
76,Tim Hardaway Jr.,33,DEN,SG,80,6,26.6,4.4,9.7,0.447,2.8,6.9,0.407,1.6,2.9,0.541,0.591,2,2.5,0.811,0.2,2.4,2.6,1.4,0.5,0.1,0.5,1.3,13.5,,hardati02
77,Toumani Camara,25,POR,PF,82,82,33.3,4.8,10.9,0.44,2.7,7.2,0.37,2.1,3.6,0.579,0.563,1.2,1.7,0.708,1.6,3.6,5.1,2.5,1.1,0.4,1.8,2.9,13.4,,camarto01
78,Quentin Grimes,25,PHI,SG,75,19,29.4,4.5,10.1,0.45,1.7,5.1,0.334,2.8,5,0.568,0.534,2.7,3.2,0.84,0.6,3,3.6,3.3,0.9,0.4,1.8,2.1,13.4,,grimequ01
79,Tobias Harris,33,DET,PF,63,63,27.7,4.9,10.5,0.469,1.3,3.5,0.368,3.6,6.9,0.521,0.531,2.2,2.5,0.866,0.9,4.3,5.1,2.5,0.9,0.4,1,1.7,13.3,,harrito02
80,Jaylon Tyson,23,CLE,SG,66,42,26.9,5,10.2,0.493,2,4.5,0.446,3,5.6,0.53,0.592,1.2,1.6,0.738,1.8,3.3,5.1,2.2,0.8,0.4,1.5,2.5,13.2,,tysonja01
81,Keldon Johnson,26,SAS,SF,82,0,23.3,5,9.7,0.519,1.2,3.3,0.363,3.8,6.4,0.601,0.582,1.9,2.4,0.794,1.7,3.7,5.4,1.4,0.6,0.1,0.9,2,13.2,,johnske04
82,Brandon Williams,26,DAL,PG,66,15,22.2,4.4,9.3,0.472,0.5,2.3,0.232,3.9,7,0.552,0.501,3.7,4.6,0.793,0.5,2.4,2.9,3.9,0.9,0.3,1.9,1.6,13,,willibr03
83,Kyle Kuzma,30,MIL,PF,69,43,26.2,4.9,10,0.492,1.2,3.5,0.347,3.7,6.5,0.569,0.552,2,2.7,0.726,0.8,3.7,4.5,2.7,0.7,0.4,1.7,1.9,13,,kuzmaky01
84,Collin Gillespie,26,PHO,PG,80,58,28.5,4.4,10.5,0.418,2.9,7.2,0.401,1.5,3.3,0.455,0.556,1,1.1,0.874,1.1,3,4.1,4.6,1.2,0.2,1.6,1.6,12.7,,gilleco01
85,Jaylen Wells,22,MEM,SG,69,69,26.4,4.4,10.1,0.431,1.9,5.3,0.353,2.5,4.8,0.517,0.524,1.9,2.5,0.784,0.9,2.3,3.2,1.6,0.9,0.1,1.1,2.1,12.5,,wellsja01
86,Maxime Raynaud,22,SAC,C,74,56,26.5,5.2,9.1,0.571,0.3,1,0.324,4.9,8.1,0.601,0.589,1.8,2.3,0.786,1.9,5.6,7.5,1.4,0.5,0.5,1.3,2.3,12.5,,raynama01
87,Deandre Ayton,27,LAL,C,72,72,27.2,5.6,8.3,0.671,0,0,,5.6,8.3,0.671,0.671,1.3,2,0.645,2.6,5.4,8,0.8,0.6,1,1.2,2.2,12.5,,aytonde01
88,Malik Monk,27,SAC,SG,62,3,22,4.5,10.2,0.438,2,5.1,0.395,2.5,5.1,0.481,0.536,1.5,1.7,0.879,0.2,1.6,1.9,3,0.6,0.4,1.5,1.6,12.5,,monkma01
89,Max Christie,22,DAL,SG,77,68,29.1,4.2,9.4,0.441,2.3,5.8,0.404,1.8,3.6,0.502,0.566,1.6,1.8,0.899,0.2,3,3.2,2,0.6,0.4,1.2,1.3,12.3,,chrisma02
90,Noah Clowney,21,BRK,PF,66,60,27,3.8,9.6,0.396,2,5.9,0.329,1.8,3.6,0.506,0.498,2.7,3.4,0.804,0.8,3.3,4.1,1.6,0.8,0.7,1.5,2.5,12.3,,clownno01
91,Tre Johnson,19,WAS,SG,60,42,24.1,4.5,10.8,0.419,1.9,5.4,0.358,2.6,5.4,0.479,0.508,1.3,1.5,0.874,0.5,2.4,2.8,2,0.6,0.3,1.6,2,12.2,,johnstr03
92,Donte DiVincenzo,29,MIN,SG,82,82,30.4,4.1,10.2,0.406,3,7.9,0.379,1.2,2.3,0.497,0.552,1,1.3,0.743,0.8,3.3,4.1,3.8,1.3,0.4,1.4,2.4,12.2,,divindo01
93,Duncan Robinson,31,DET,SF,77,77,27.4,4.1,9.1,0.456,2.9,7,0.41,1.3,2.1,0.605,0.613,1.1,1.4,0.755,0.4,2.3,2.7,2.1,0.6,0.3,0.7,2.2,12.2,,robindu01
94,Moses Moody,23,GSW,SG,60,49,25.7,4.1,9.3,0.44,2.5,6.3,0.401,1.6,3,0.522,0.575,1.5,1.9,0.77,0.9,2.5,3.3,1.6,1,0.6,1,2,12.1,,moodymo01
95,Donovan Clingan,21,POR,C,77,77,27.2,4.6,8.9,0.52,1.1,3.2,0.341,3.5,5.7,0.621,0.582,1.8,2.6,0.68,4.5,7.1,11.6,2.1,0.6,1.7,1.2,2.4,12.1,,clingdo01
96,Josh Hart,30,NYK,SF,66,52,30.2,4.6,9,0.508,1.5,3.7,0.413,3,5.3,0.574,0.593,1.4,1.9,0.72,1.4,6,7.4,4.8,1.1,0.3,1.9,2.5,12,,hartjo01
97,Myles Turner,29,MIL,C,71,71,26.9,4,9.1,0.44,2.1,5.4,0.383,1.9,3.7,0.523,0.553,1.8,2.5,0.74,1.1,4.3,5.3,1.5,0.7,1.6,1.2,2.6,11.9,,turnemy01
98,Dyson Daniels,22,ATL,SG,76,76,33.2,5.3,10.2,0.517,0.3,1.5,0.188,5,8.7,0.576,0.532,1,1.6,0.615,2.4,4.4,6.8,5.9,2,0.4,1.8,2.2,11.9,,daniedy01
99,Wendell Carter Jr.,26,ORL,C,78,78,29.3,4.2,8.2,0.512,0.9,2.9,0.319,3.3,5.3,0.618,0.568,2.5,3.2,0.792,2.1,5.3,7.4,2,0.8,0.6,1.3,3.4,11.8,,cartewe01
100,Dylan Harper,19,SAS,SG,69,4,22.6,4.8,9.5,0.505,0.9,2.6,0.343,3.9,6.9,0.565,0.551,1.3,1.7,0.756,0.8,2.6,3.4,3.9,0.8,0.3,1.4,2,11.8,,harpedy01
101,Nic Claxton,26,BRK,C,69,68,27.8,4.8,8.4,0.571,0,0.3,0.158,4.8,8.2,0.585,0.574,2,3.3,0.616,2.4,4.5,6.9,3.7,0.7,1.1,1.4,2.3,11.7,,claxtni01
102,Klay Thompson,35,DAL,SF,69,8,21.7,4.1,10.6,0.393,2.9,7.6,0.383,1.2,2.9,0.418,0.532,0.5,0.7,0.766,0.3,1.8,2.1,1.4,0.5,0.3,0.9,1,11.7,,thompkl01
103,Derik Queen,21,NOP,C,81,48,25,4.4,9.2,0.473,0.3,1.1,0.261,4.1,8.1,0.502,0.489,2.7,3.4,0.795,1.7,5.4,7.1,3.7,1,0.9,2.3,2.7,11.7,,queende01
104,Mark Williams,24,PHO,C,60,55,23.6,4.7,7.3,0.644,0,0,1,4.7,7.3,0.643,0.645,2.3,2.9,0.771,3.1,4.9,8,1,0.9,0.9,1.1,2.2,11.7,,willima07
105,Isaiah Collier,21,UTA,PG,59,19,25.7,4.3,8.7,0.495,0.5,1.7,0.27,3.9,7,0.549,0.521,2.6,3.5,0.722,0.4,2.2,2.5,7.2,1.1,0.3,2.5,2.3,11.7,,colliis01
106,Jarace Walker,22,IND,PF,76,41,25.7,4,9.6,0.419,1.8,4.7,0.374,2.3,5,0.462,0.51,1.8,2.4,0.749,0.6,4.5,5.1,2.5,0.8,0.3,1.8,1.6,11.6,,walkeja02
107,Rui Hachimura,27,LAL,PF,68,41,28.3,4.5,8.8,0.514,1.7,3.9,0.443,2.8,4.9,0.57,0.611,0.7,1.1,0.694,0.6,2.7,3.3,0.8,0.6,0.3,0.6,1.6,11.5,,hachiru01
108,Pelle Larsson,24,MIA,SG,70,54,26.4,4,8,0.496,0.9,2.7,0.323,3.1,5.2,0.586,0.551,2.6,3.3,0.797,1,2.5,3.5,3.4,0.7,0.2,1.4,2.1,11.4,,larsspe01
109,Kyle Filipowski,22,UTA,C,77,41,23.4,4.2,8.5,0.492,1,3,0.325,3.2,5.6,0.58,0.548,2.1,2.8,0.75,1.9,5.3,7.2,2.6,0.9,0.5,1.6,3,11.4,,filipky01
110,Sandro Mamukelashvili,26,TOR,C,80,13,21.9,4.1,7.9,0.523,1.4,3.7,0.389,2.7,4.2,0.642,0.614,1.5,2,0.747,1.4,3.6,4.9,1.9,0.8,0.5,0.8,1.8,11.2,,mamuksa01
111,Julian Champagnie,24,SAS,SF,82,68,27.6,3.7,8.4,0.437,2.4,6.2,0.381,1.3,2.2,0.599,0.578,1.4,1.6,0.844,0.9,4.9,5.8,1.5,0.8,0.5,0.8,1.6,11.1,,champju02
112,Cam Spencer,25,MEM,SG,72,20,23.8,3.7,7.7,0.473,2,4.5,0.449,1.6,3.2,0.506,0.604,1.8,1.9,0.94,0.6,2,2.5,5.6,0.7,0.2,1.3,1.4,11.1,,spencca01
113,Isaiah Joe,26,OKC,SG,71,9,21.2,3.5,7.6,0.455,2.5,6,0.423,0.9,1.6,0.574,0.622,1.5,1.7,0.894,0.5,2.1,2.5,1.3,0.7,0.2,0.6,1.7,11.1,,joeis01
114,Kel'el Ware,21,MIA,C,77,34,22.1,4.5,8.4,0.53,1.2,3,0.395,3.3,5.4,0.606,0.601,0.9,1.2,0.74,2.8,6.2,9,0.7,0.8,1.1,0.8,1.5,11.1,,wareke01
115,Rudy Gobert,33,MIN,C,76,76,31.3,4.4,6.5,0.682,0,0.1,0,4.4,6.4,0.689,0.682,2.1,4,0.526,3.9,7.5,11.5,1.7,0.8,1.6,1.4,2.6,10.9,,goberru01
